latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor,isric_fetched
25.56,93.23,339.0,4.2,33.6,90.0,1.0,0.0,33.6,30.5,35.9,1.221,0.06,False
25.56,93.24,334.0,3.8,33.7,132.1,0.742,-0.6704,33.7,30.5,35.8,1.22,0.0543,False
25.56,93.25,322.0,6.9,33.7,132.1,0.742,-0.6704,33.7,30.5,35.8,1.218,0.0986,False
25.56,93.26,359.0,8.9,33.7,132.1,0.742,-0.6704,33.7,30.5,35.8,1.217,0.1271,False
25.56,93.27,367.0,11.1,33.7,90.0,1.0,0.0,33.7,30.5,35.8,1.216,0.1583,False
25.56,93.28,408.0,12.4,33.7,132.1,0.742,-0.6704,33.7,30.6,35.8,1.214,0.1769,False
25.56,93.29,397.0,17.7,33.7,90.0,1.0,0.0,33.7,30.6,35.7,1.213,0.2506,False
25.57,92.65,620.0,14.0,31.4,0.0,0.0,1.0,31.4,33.1,35.5,1.208,0.2003,False
25.57,92.66,506.0,17.5,31.3,270.0,-1.0,-0.0,31.3,33.1,35.5,1.21,0.2485,False
25.57,92.67,617.0,16.5,31.2,312.1,-0.742,0.6704,31.2,33.2,35.6,1.211,0.2345,False
25.57,92.68,622.0,22.3,31.2,270.0,-1.0,-0.0,31.2,33.2,35.6,1.213,0.3128,False
25.57,92.69,637.0,18.1,31.1,227.9,-0.742,-0.6704,31.1,33.3,35.7,1.214,0.2559,False
25.57,92.7,634.0,9.0,31.0,312.1,-0.742,0.6704,31.0,33.3,35.7,1.215,0.1288,False
25.57,92.71,607.0,12.9,31.0,312.1,-0.742,0.6704,31.0,33.3,35.7,1.215,0.1837,False
25.57,92.72,516.0,12.9,31.0,312.1,-0.742,0.6704,31.0,33.3,35.7,1.215,0.1837,False
25.57,92.73,509.0,15.7,31.0,270.0,-1.0,-0.0,31.0,33.3,35.7,1.215,0.2227,False
25.57,92.74,398.0,13.7,31.1,180.0,0.0,-1.0,31.1,33.2,35.7,1.214,0.1951,False
25.57,92.75,509.0,13.7,31.2,180.0,0.0,-1.0,31.2,33.2,35.6,1.213,0.1952,False
25.57,92.76,486.0,10.1,31.3,270.0,-1.0,-0.0,31.3,33.1,35.6,1.212,0.1447,False
25.57,92.77,442.0,9.1,31.4,0.0,0.0,1.0,31.4,33.0,35.6,1.21,0.1307,False
25.57,92.78,369.0,12.7,31.6,270.0,-1.0,-0.0,31.6,32.9,35.5,1.208,0.182,False
25.57,92.79,355.0,10.7,31.7,312.1,-0.742,0.6704,31.7,32.8,35.5,1.207,0.1538,False
25.57,92.8,341.0,3.7,31.8,270.0,-1.0,-0.0,31.8,32.7,35.5,1.205,0.0536,False
25.57,92.81,325.0,6.8,32.0,270.0,-1.0,-0.0,32.0,32.6,35.4,1.203,0.0984,False
25.57,92.82,281.0,8.7,32.1,312.1,-0.742,0.6704,32.1,32.5,35.4,1.202,0.1258,False
25.57,92.83,297.0,10.2,32.3,270.0,-1.0,-0.0,32.3,32.3,35.4,1.201,0.1474,False
25.57,92.84,238.0,7.7,32.4,270.0,-1.0,-0.0,32.4,32.2,35.4,1.2,0.1117,False
25.57,92.85,248.0,6.0,32.5,90.0,1.0,0.0,32.5,32.1,35.4,1.199,0.0872,False
25.57,92.86,246.0,6.6,32.6,90.0,1.0,0.0,32.6,32.1,35.4,1.198,0.0959,False
25.57,92.87,205.0,5.1,32.6,0.0,0.0,1.0,32.6,32.0,35.4,1.198,0.0742,False
25.57,92.88,184.0,3.5,32.7,0.0,0.0,1.0,32.7,31.9,35.4,1.198,0.051,False
25.57,92.89,178.0,3.5,32.8,47.9,0.742,0.6704,32.8,31.8,35.4,1.198,0.051,False
25.57,92.9,157.0,4.9,32.8,90.0,1.0,0.0,32.8,31.8,35.5,1.198,0.0713,False
25.57,92.91,154.0,3.9,32.8,47.9,0.742,0.6704,32.8,31.7,35.5,1.198,0.0568,False
25.57,92.92,133.0,6.7,32.9,180.0,0.0,-1.0,32.9,31.6,35.5,1.198,0.0974,False
25.57,92.93,187.0,6.7,32.9,180.0,0.0,-1.0,32.9,31.6,35.5,1.199,0.0973,False
25.57,92.94,236.0,12.7,32.9,0.0,0.0,1.0,32.9,31.5,35.6,1.2,0.1832,False
25.57,92.95,133.0,12.7,32.9,0.0,0.0,1.0,32.9,31.5,35.6,1.201,0.1831,False
25.57,92.96,141.0,3.5,32.9,0.0,0.0,1.0,32.9,31.4,35.7,1.202,0.0508,False
25.57,92.97,120.0,3.9,32.9,132.1,0.742,-0.6704,32.9,31.4,35.7,1.203,0.0565,False
25.57,92.98,121.0,5.5,32.9,180.0,0.0,-1.0,32.9,31.3,35.7,1.204,0.0796,False
25.57,92.99,165.0,5.5,32.9,180.0,0.0,-1.0,32.9,31.3,35.8,1.206,0.0795,False
25.57,93.0,135.0,4.0,32.9,90.0,1.0,0.0,32.9,31.2,35.8,1.208,0.0577,False
25.57,93.01,146.0,7.5,32.9,132.1,0.742,-0.6704,32.9,31.2,35.9,1.209,0.108,False
25.57,93.02,169.0,7.5,32.9,90.0,1.0,0.0,32.9,31.1,35.9,1.211,0.1078,False
25.57,93.03,159.0,6.4,32.9,47.9,0.742,0.6704,32.9,31.1,36.0,1.213,0.0919,False
25.57,93.04,163.0,3.5,32.9,312.1,-0.742,0.6704,32.9,31.0,36.0,1.216,0.0502,False
25.57,93.05,182.0,10.2,33.0,132.1,0.742,-0.6704,33.0,31.0,36.1,1.218,0.1454,False
25.57,93.06,249.0,8.4,33.0,180.0,0.0,-1.0,33.0,30.9,36.1,1.22,0.1197,False
25.57,93.07,265.0,8.8,33.0,90.0,1.0,0.0,33.0,30.9,36.1,1.223,0.1251,False
25.57,93.08,206.0,9.8,33.1,132.1,0.742,-0.6704,33.1,30.8,36.1,1.225,0.1389,False
25.57,93.09,267.0,9.3,33.1,90.0,1.0,0.0,33.1,30.7,36.1,1.227,0.1317,False
25.57,93.1,246.0,6.6,33.2,90.0,1.0,0.0,33.2,30.7,36.1,1.228,0.0936,False
25.57,93.11,230.0,5.4,33.3,90.0,1.0,0.0,33.3,30.6,36.1,1.229,0.0766,False
25.57,93.12,214.0,7.0,33.5,90.0,1.0,0.0,33.5,30.5,36.0,1.23,0.0991,False
25.57,93.13,264.0,6.6,33.7,132.1,0.742,-0.6704,33.7,30.4,35.9,1.23,0.0934,False
25.57,93.14,277.0,7.5,33.8,180.0,0.0,-1.0,33.8,30.3,35.9,1.23,0.1061,False
25.57,93.15,337.0,10.2,34.0,90.0,1.0,0.0,34.0,30.2,35.8,1.23,0.144,False
25.57,93.16,303.0,5.3,34.0,0.0,0.0,1.0,34.0,30.2,35.8,1.23,0.0751,False
25.57,93.17,261.0,7.4,34.0,180.0,0.0,-1.0,34.0,30.2,35.8,1.229,0.1048,False
25.57,93.18,320.0,8.5,34.0,0.0,0.0,1.0,34.0,30.2,35.8,1.228,0.1204,False
25.57,93.19,252.0,8.5,34.0,0.0,0.0,1.0,34.0,30.3,35.8,1.227,0.1205,False
25.57,93.2,269.0,9.7,33.9,180.0,0.0,-1.0,33.9,30.3,35.8,1.226,0.1374,False
25.57,93.21,347.0,9.7,33.8,180.0,0.0,-1.0,33.8,30.4,35.8,1.225,0.1375,False
25.57,93.22,328.0,13.5,33.8,132.1,0.742,-0.6704,33.8,30.4,35.8,1.223,0.1909,False
25.57,93.23,335.0,17.9,33.8,132.1,0.742,-0.6704,33.8,30.4,35.8,1.222,0.2515,False
25.57,93.24,353.0,21.8,33.7,90.0,1.0,0.0,33.7,30.5,35.8,1.22,0.3044,False
25.57,93.25,379.0,14.5,33.7,47.9,0.742,0.6704,33.7,30.5,35.8,1.219,0.2054,False
25.57,93.26,404.0,13.5,33.7,132.1,0.742,-0.6704,33.7,30.5,35.8,1.217,0.1918,False
25.57,93.27,466.0,11.3,33.7,90.0,1.0,0.0,33.7,30.5,35.8,1.216,0.1611,False
25.57,93.28,462.0,11.9,33.7,180.0,0.0,-1.0,33.7,30.5,35.7,1.215,0.1697,False
25.57,93.29,558.0,17.7,33.7,90.0,1.0,0.0,33.7,30.6,35.7,1.214,0.2504,False
25.58,92.66,605.0,11.1,31.4,90.0,1.0,0.0,31.4,33.1,35.5,1.209,0.1592,False
25.58,92.67,594.0,21.4,31.3,0.0,0.0,1.0,31.3,33.1,35.6,1.21,0.3016,False
25.58,92.68,415.0,22.3,31.2,270.0,-1.0,-0.0,31.2,33.2,35.6,1.212,0.3131,False
25.58,92.69,602.0,25.0,31.2,270.0,-1.0,-0.0,31.2,33.2,35.6,1.212,0.3487,False
25.58,92.7,587.0,17.9,31.1,227.9,-0.742,-0.6704,31.1,33.2,35.6,1.213,0.2534,False
25.58,92.71,526.0,11.6,31.1,312.1,-0.742,0.6704,31.1,33.2,35.7,1.214,0.1656,False
25.58,92.72,451.0,15.7,31.1,312.1,-0.742,0.6704,31.1,33.2,35.7,1.214,0.2229,False
25.58,92.73,367.0,15.7,31.1,270.0,-1.0,-0.0,31.1,33.2,35.7,1.213,0.2231,False
25.58,92.74,363.0,12.1,31.2,227.9,-0.742,-0.6704,31.2,33.2,35.6,1.213,0.1728,False
25.58,92.75,413.0,10.8,31.3,270.0,-1.0,-0.0,31.3,33.1,35.6,1.212,0.1546,False
25.58,92.76,396.0,10.1,31.4,270.0,-1.0,-0.0,31.4,33.0,35.6,1.211,0.1448,False
25.58,92.77,402.0,7.0,31.5,312.1,-0.742,0.6704,31.5,33.0,35.6,1.209,0.1008,False
25.58,92.78,371.0,6.0,31.6,312.1,-0.742,0.6704,31.6,32.9,35.5,1.208,0.0865,False
25.58,92.79,360.0,5.5,31.7,270.0,-1.0,-0.0,31.7,32.8,35.5,1.206,0.0795,False
25.58,92.8,332.0,3.5,31.9,0.0,0.0,1.0,31.9,32.6,35.5,1.205,0.0507,False
25.58,92.81,309.0,3.5,32.0,0.0,0.0,1.0,32.0,32.5,35.5,1.203,0.0507,False
25.58,92.82,297.0,11.3,32.1,0.0,0.0,1.0,32.1,32.4,35.5,1.202,0.163,False
25.58,92.83,206.0,11.3,32.2,0.0,0.0,1.0,32.2,32.3,35.4,1.201,0.1632,False
25.58,92.84,178.0,9.9,32.3,47.9,0.742,0.6704,32.3,32.2,35.4,1.2,0.1433,False
25.58,92.85,221.0,5.7,32.4,312.1,-0.742,0.6704,32.4,32.1,35.4,1.2,0.0828,False
25.58,92.86,209.0,6.3,32.5,270.0,-1.0,-0.0,32.5,32.1,35.5,1.199,0.0915,False
25.58,92.87,198.0,4.0,32.6,312.1,-0.742,0.6704,32.6,32.0,35.5,1.199,0.0582,False
25.58,92.88,203.0,4.6,32.6,0.0,0.0,1.0,32.6,31.9,35.5,1.199,0.0669,False
25.58,92.89,166.0,4.6,32.7,0.0,0.0,1.0,32.7,31.8,35.5,1.199,0.0669,False
25.58,92.9,200.0,6.6,32.7,0.0,0.0,1.0,32.7,31.8,35.5,1.199,0.0959,False
25.58,92.91,147.0,8.3,32.7,90.0,1.0,0.0,32.7,31.7,35.6,1.2,0.1203,False
25.58,92.92,156.0,5.5,32.7,47.9,0.742,0.6704,32.7,31.7,35.6,1.2,0.0799,False
25.58,92.93,135.0,8.4,32.7,227.9,-0.742,-0.6704,32.7,31.6,35.6,1.201,0.1216,False
25.58,92.94,123.0,12.6,32.8,270.0,-1.0,-0.0,32.8,31.6,35.7,1.202,0.1815,False
25.58,92.95,115.0,10.1,32.8,312.1,-0.742,0.6704,32.8,31.5,35.7,1.203,0.1458,False
25.58,92.96,124.0,3.5,32.8,90.0,1.0,0.0,32.8,31.5,35.8,1.204,0.0507,False
25.58,92.97,115.0,6.4,32.8,180.0,0.0,-1.0,32.8,31.4,35.8,1.205,0.0925,False
25.58,92.98,166.0,6.4,32.8,180.0,0.0,-1.0,32.8,31.4,35.8,1.206,0.0924,False
25.58,92.99,131.0,8.9,32.8,132.1,0.742,-0.6704,32.8,31.3,35.9,1.208,0.1281,False
25.58,93.0,170.0,7.6,32.8,90.0,1.0,0.0,32.8,31.3,35.9,1.209,0.1094,False
25.58,93.01,155.0,10.1,32.8,90.0,1.0,0.0,32.8,31.2,36.0,1.211,0.1448,False
25.58,93.02,235.0,9.9,32.9,180.0,0.0,-1.0,32.9,31.2,36.0,1.213,0.1417,False
25.58,93.03,183.0,6.5,32.9,0.0,0.0,1.0,32.9,31.1,36.0,1.214,0.0932,False
25.58,93.04,158.0,6.6,32.9,90.0,1.0,0.0,32.9,31.0,36.0,1.216,0.0945,False
25.58,93.05,178.0,15.4,33.0,180.0,0.0,-1.0,33.0,31.0,36.0,1.218,0.218,False
25.58,93.06,304.0,15.4,33.1,180.0,0.0,-1.0,33.1,30.9,36.1,1.22,0.2177,False
25.58,93.07,299.0,11.8,33.2,0.0,0.0,1.0,33.2,30.8,36.1,1.222,0.1673,False
25.58,93.08,204.0,14.6,33.3,180.0,0.0,-1.0,33.3,30.7,36.0,1.224,0.2059,False
25.58,93.09,323.0,14.6,33.4,180.0,0.0,-1.0,33.4,30.6,36.0,1.226,0.2056,False
25.58,93.1,274.0,6.1,33.6,0.0,0.0,1.0,33.6,30.5,35.9,1.227,0.0866,False
25.58,93.11,278.0,5.4,33.8,90.0,1.0,0.0,33.8,30.4,35.9,1.228,0.0766,False
25.58,93.12,276.0,7.0,34.0,90.0,1.0,0.0,34.0,30.2,35.8,1.229,0.0992,False
25.58,93.13,273.0,7.2,34.3,90.0,1.0,0.0,34.3,30.1,35.6,1.229,0.102,False
25.58,93.14,277.0,5.0,34.5,47.9,0.742,0.6704,34.5,30.0,35.5,1.229,0.0709,False
25.58,93.15,262.0,8.5,34.6,270.0,-1.0,-0.0,34.6,29.9,35.5,1.229,0.1203,False
25.58,93.16,267.0,5.9,34.6,312.1,-0.742,0.6704,34.6,29.9,35.5,1.229,0.0836,False
25.58,93.17,261.0,5.9,34.5,90.0,1.0,0.0,34.5,30.0,35.5,1.229,0.0836,False
25.58,93.18,268.0,6.6,34.4,132.1,0.742,-0.6704,34.4,30.0,35.6,1.228,0.0936,False
25.58,93.19,250.0,10.9,34.3,90.0,1.0,0.0,34.3,30.1,35.6,1.227,0.1541,False
25.58,93.2,285.0,10.8,34.2,132.1,0.742,-0.6704,34.2,30.2,35.7,1.226,0.1528,False
25.58,93.21,326.0,10.0,34.1,90.0,1.0,0.0,34.1,30.3,35.7,1.225,0.1418,False
25.58,93.22,362.0,15.8,34.0,180.0,0.0,-1.0,34.0,30.3,35.7,1.223,0.2226,False
25.58,93.23,491.0,17.2,33.9,90.0,1.0,0.0,33.9,30.4,35.7,1.222,0.242,False
25.58,93.24,555.0,21.8,33.8,90.0,1.0,0.0,33.8,30.4,35.7,1.221,0.3042,False
25.58,93.25,502.0,13.7,33.8,90.0,1.0,0.0,33.8,30.4,35.7,1.219,0.1943,False
25.58,93.26,471.0,11.9,33.8,180.0,0.0,-1.0,33.8,30.5,35.7,1.218,0.1693,False
25.58,93.27,567.0,14.7,33.8,227.9,-0.742,-0.6704,33.8,30.5,35.7,1.217,0.2085,False
25.58,93.28,478.0,11.0,33.7,0.0,0.0,1.0,33.7,30.5,35.7,1.215,0.157,False
25.58,93.29,511.0,6.9,33.7,270.0,-1.0,-0.0,33.7,30.6,35.7,1.214,0.099,False
25.59,92.66,635.0,3.5,31.4,47.9,0.742,0.6704,31.4,33.1,35.5,1.208,0.0505,False
25.59,92.67,609.0,15.9,31.4,47.9,0.742,0.6704,31.4,33.1,35.5,1.209,0.2266,False
25.59,92.68,552.0,22.1,31.3,0.0,0.0,1.0,31.3,33.1,35.6,1.21,0.3109,False
25.59,92.69,367.0,25.0,31.3,270.0,-1.0,-0.0,31.3,33.1,35.6,1.211,0.349,False
25.59,92.7,556.0,22.5,31.2,180.0,0.0,-1.0,31.2,33.2,35.6,1.212,0.3157,False
25.59,92.71,441.0,14.1,31.2,0.0,0.0,1.0,31.2,33.2,35.6,1.212,0.201,False
25.59,92.72,386.0,15.4,31.2,0.0,0.0,1.0,31.2,33.1,35.6,1.212,0.2191,False
25.59,92.73,260.0,20.6,31.3,47.9,0.742,0.6704,31.3,33.1,35.6,1.212,0.2903,False
25.59,92.74,292.0,10.1,31.3,227.9,-0.742,-0.6704,31.3,33.1,35.6,1.211,0.1448,False
25.59,92.75,349.0,10.2,31.4,270.0,-1.0,-0.0,31.4,33.0,35.6,1.211,0.1462,False
25.59,92.76,365.0,8.9,31.5,227.9,-0.742,-0.6704,31.5,33.0,35.6,1.21,0.1279,False
25.59,92.77,372.0,4.2,31.6,227.9,-0.742,-0.6704,31.6,32.9,35.6,1.208,0.0606,False
25.59,92.78,375.0,8.0,31.7,0.0,0.0,1.0,31.7,32.8,35.5,1.207,0.1153,False
25.59,92.79,311.0,8.0,31.8,0.0,0.0,1.0,31.8,32.7,35.5,1.206,0.1154,False
25.59,92.8,327.0,5.5,31.9,312.1,-0.742,0.6704,31.9,32.6,35.5,1.205,0.0795,False
25.59,92.81,293.0,4.3,32.0,0.0,0.0,1.0,32.0,32.5,35.5,1.204,0.0623,False
25.59,92.82,320.0,9.5,32.1,47.9,0.742,0.6704,32.1,32.4,35.5,1.203,0.1372,False
25.59,92.83,297.0,10.2,32.2,90.0,1.0,0.0,32.2,32.3,35.5,1.202,0.1473,False
25.59,92.84,245.0,7.6,32.3,90.0,1.0,0.0,32.3,32.2,35.5,1.201,0.1101,False
25.59,92.85,189.0,7.0,32.4,0.0,0.0,1.0,32.4,32.1,35.5,1.201,0.1015,False
25.59,92.86,153.0,6.4,32.4,47.9,0.742,0.6704,32.4,32.1,35.5,1.2,0.0929,False
25.59,92.87,199.0,5.8,32.5,180.0,0.0,-1.0,32.5,32.0,35.5,1.2,0.0842,False
25.59,92.88,213.0,4.6,32.5,0.0,0.0,1.0,32.5,31.9,35.6,1.2,0.0668,False
25.59,92.89,176.0,4.6,32.5,0.0,0.0,1.0,32.5,31.8,35.6,1.201,0.0668,False
25.59,92.9,169.0,6.5,32.6,180.0,0.0,-1.0,32.6,31.8,35.6,1.201,0.0943,False
25.59,92.91,221.0,8.3,32.6,90.0,1.0,0.0,32.6,31.7,35.7,1.201,0.1202,False
25.59,92.92,164.0,7.1,32.6,0.0,0.0,1.0,32.6,31.7,35.7,1.202,0.1028,False
25.59,92.93,137.0,3.5,32.6,0.0,0.0,1.0,32.6,31.6,35.8,1.203,0.0507,False
25.59,92.94,128.0,3.5,32.6,90.0,1.0,0.0,32.6,31.6,35.8,1.204,0.0507,False
25.59,92.95,115.0,5.1,32.6,132.1,0.742,-0.6704,32.6,31.5,35.8,1.205,0.0738,False
25.59,92.96,149.0,4.3,32.6,180.0,0.0,-1.0,32.6,31.5,35.9,1.206,0.0622,False
25.59,92.97,145.0,6.5,32.6,132.1,0.742,-0.6704,32.6,31.4,35.9,1.207,0.0938,False
25.59,92.98,165.0,6.6,32.6,90.0,1.0,0.0,32.6,31.4,36.0,1.208,0.0951,False
25.59,92.99,180.0,7.1,32.7,180.0,0.0,-1.0,32.7,31.3,36.0,1.209,0.1022,False
25.59,93.0,237.0,8.9,32.7,132.1,0.742,-0.6704,32.7,31.3,36.0,1.211,0.1278,False
25.59,93.01,245.0,10.1,32.7,90.0,1.0,0.0,32.7,31.2,36.0,1.212,0.1447,False
25.59,93.02,176.0,10.1,32.8,132.1,0.742,-0.6704,32.8,31.2,36.0,1.214,0.1445,False
25.59,93.03,188.0,12.2,32.8,90.0,1.0,0.0,32.8,31.1,36.1,1.215,0.1739,False
25.59,93.04,216.0,6.8,32.9,47.9,0.742,0.6704,32.9,31.0,36.1,1.217,0.0973,False
25.59,93.05,202.0,8.5,33.0,227.9,-0.742,-0.6704,33.0,30.9,36.1,1.219,0.1213,False
25.59,93.06,258.0,7.0,33.1,180.0,0.0,-1.0,33.1,30.8,36.0,1.221,0.0998,False
25.59,93.07,302.0,8.2,33.3,47.9,0.742,0.6704,33.3,30.7,36.0,1.222,0.1167,False
25.59,93.08,290.0,9.7,33.4,90.0,1.0,0.0,33.4,30.6,36.0,1.224,0.1377,False
25.59,93.09,284.0,6.7,33.6,132.1,0.742,-0.6704,33.6,30.5,35.9,1.225,0.0952,False
25.59,93.1,258.0,5.6,33.9,180.0,0.0,-1.0,33.9,30.3,35.8,1.227,0.0795,False
25.59,93.11,303.0,5.6,34.2,180.0,0.0,-1.0,34.2,30.2,35.7,1.228,0.0795,False
25.59,93.12,280.0,7.1,34.5,180.0,0.0,-1.0,34.5,30.0,35.5,1.228,0.1007,False
25.59,93.13,337.0,7.2,34.8,90.0,1.0,0.0,34.8,29.8,35.4,1.229,0.102,False
25.59,93.14,313.0,4.3,35.0,47.9,0.742,0.6704,35.0,29.7,35.3,1.229,0.061,False
25.59,93.15,318.0,7.5,35.1,132.1,0.742,-0.6704,35.1,29.7,35.3,1.229,0.1062,False
25.59,93.16,309.0,11.1,35.0,90.0,1.0,0.0,35.0,29.7,35.3,1.229,0.1566,False
25.59,93.17,313.0,7.9,34.9,47.9,0.742,0.6704,34.9,29.8,35.3,1.229,0.1118,False
25.59,93.18,286.0,7.6,34.7,180.0,0.0,-1.0,34.7,29.9,35.4,1.228,0.1077,False
25.59,93.19,347.0,10.9,34.6,90.0,1.0,0.0,34.6,30.0,35.5,1.227,0.1541,False
25.59,93.2,353.0,8.6,34.4,132.1,0.742,-0.6704,34.4,30.1,35.6,1.226,0.122,False
25.59,93.21,415.0,10.8,34.2,132.1,0.742,-0.6704,34.2,30.2,35.6,1.225,0.153,False
25.59,93.22,436.0,9.2,34.1,132.1,0.742,-0.6704,34.1,30.2,35.7,1.224,0.1306,False
25.59,93.23,384.0,14.1,34.0,227.9,-0.742,-0.6704,34.0,30.3,35.7,1.222,0.1994,False
25.59,93.24,407.0,16.3,33.9,270.0,-1.0,-0.0,33.9,30.4,35.7,1.221,0.2299,False
25.59,93.25,403.0,12.6,33.9,312.1,-0.742,0.6704,33.9,30.4,35.7,1.22,0.1788,False
25.59,93.26,389.0,14.7,33.8,227.9,-0.742,-0.6704,33.8,30.5,35.7,1.218,0.2083,False
25.59,93.27,455.0,12.5,33.8,270.0,-1.0,-0.0,33.8,30.5,35.7,1.217,0.1778,False
25.59,93.28,471.0,9.8,33.8,227.9,-0.742,-0.6704,33.8,30.5,35.7,1.216,0.14,False
25.59,93.29,450.0,6.9,33.7,270.0,-1.0,-0.0,33.7,30.6,35.7,1.214,0.099,False
25.6,92.67,631.0,6.6,31.5,47.9,0.742,0.6704,31.5,33.0,35.5,1.208,0.0951,False
25.6,92.68,645.0,22.2,31.4,47.9,0.742,0.6704,31.4,33.1,35.5,1.209,0.3125,False
25.6,92.69,480.0,19.9,31.4,0.0,0.0,1.0,31.4,33.1,35.6,1.21,0.2813,False
25.6,92.7,362.0,24.6,31.3,90.0,1.0,0.0,31.3,33.1,35.6,1.21,0.344,False
25.6,92.71,366.0,21.8,31.3,90.0,1.0,0.0,31.3,33.1,35.6,1.211,0.3067,False
25.6,92.72,516.0,20.6,31.3,47.9,0.742,0.6704,31.3,33.1,35.6,1.211,0.2905,False
25.6,92.73,379.0,16.7,31.4,0.0,0.0,1.0,31.4,33.1,35.6,1.211,0.2373,False
25.6,92.74,283.0,14.7,31.4,47.9,0.742,0.6704,31.4,33.0,35.6,1.21,0.2097,False
25.6,92.75,258.0,10.2,31.5,270.0,-1.0,-0.0,31.5,33.0,35.6,1.209,0.1465,False
25.6,92.76,322.0,8.0,31.5,180.0,0.0,-1.0,31.5,32.9,35.6,1.209,0.1151,False
25.6,92.77,351.0,3.6,31.6,180.0,0.0,-1.0,31.6,32.8,35.6,1.208,0.052,False
25.6,92.78,363.0,5.3,31.7,312.1,-0.742,0.6704,31.7,32.7,35.5,1.207,0.0765,False
25.6,92.79,336.0,4.1,31.8,270.0,-1.0,-0.0,31.8,32.7,35.5,1.206,0.0593,False
25.6,92.8,310.0,6.0,31.9,0.0,0.0,1.0,31.9,32.6,35.5,1.205,0.0867,False
25.6,92.81,262.0,6.0,32.0,0.0,0.0,1.0,32.0,32.5,35.5,1.204,0.0868,False
25.6,92.82,289.0,3.5,32.1,270.0,-1.0,-0.0,32.1,32.4,35.5,1.203,0.0507,False
25.6,92.83,277.0,7.0,32.2,312.1,-0.742,0.6704,32.2,32.3,35.5,1.202,0.1014,False
25.6,92.84,250.0,6.3,32.2,270.0,-1.0,-0.0,32.2,32.2,35.5,1.202,0.0913,False
25.6,92.85,229.0,9.8,32.3,0.0,0.0,1.0,32.3,32.1,35.6,1.202,0.1416,False
25.6,92.86,150.0,9.8,32.4,0.0,0.0,1.0,32.4,32.1,35.6,1.201,0.1417,False
25.6,92.87,174.0,4.6,32.4,180.0,0.0,-1.0,32.4,32.0,35.6,1.202,0.0667,False
25.6,92.88,211.0,4.6,32.4,180.0,0.0,-1.0,32.4,31.9,35.7,1.202,0.0667,False
25.6,92.89,199.0,5.3,32.4,0.0,0.0,1.0,32.4,31.9,35.7,1.202,0.0768,False
25.6,92.9,157.0,5.4,32.5,227.9,-0.742,-0.6704,32.5,31.8,35.7,1.203,0.0782,False
25.6,92.91,197.0,5.6,32.5,0.0,0.0,1.0,32.5,31.7,35.8,1.203,0.0811,False
25.6,92.92,152.0,5.8,32.5,312.1,-0.742,0.6704,32.5,31.7,35.8,1.204,0.0839,False
25.6,92.93,157.0,3.5,32.5,270.0,-1.0,-0.0,32.5,31.7,35.9,1.205,0.0507,False
25.6,92.94,156.0,6.7,32.5,0.0,0.0,1.0,32.5,31.6,35.9,1.206,0.0967,False
25.6,92.95,102.0,9.2,32.5,180.0,0.0,-1.0,32.5,31.6,36.0,1.207,0.1325,False
25.6,92.96,176.0,9.2,32.5,180.0,0.0,-1.0,32.5,31.5,36.0,1.208,0.1324,False
25.6,92.97,158.0,9.4,32.5,132.1,0.742,-0.6704,32.5,31.5,36.0,1.209,0.1351,False
25.6,92.98,223.0,8.1,32.5,180.0,0.0,-1.0,32.5,31.4,36.1,1.21,0.1164,False
25.6,92.99,218.0,4.5,32.5,47.9,0.742,0.6704,32.5,31.4,36.1,1.211,0.0648,False
25.6,93.0,203.0,3.9,32.6,270.0,-1.0,-0.0,32.6,31.3,36.1,1.212,0.0561,False
25.6,93.01,188.0,6.7,32.6,180.0,0.0,-1.0,32.6,31.3,36.1,1.214,0.0961,False
25.6,93.02,242.0,7.5,32.7,90.0,1.0,0.0,32.7,31.2,36.1,1.215,0.1074,False
25.6,93.03,297.0,12.2,32.8,90.0,1.0,0.0,32.8,31.1,36.1,1.216,0.1738,False
25.6,93.04,214.0,10.3,32.9,0.0,0.0,1.0,32.9,31.0,36.1,1.218,0.1468,False
25.6,93.05,226.0,3.5,33.0,90.0,1.0,0.0,33.0,30.9,36.1,1.219,0.0501,False
25.6,93.06,244.0,4.9,33.2,180.0,0.0,-1.0,33.2,30.8,36.0,1.221,0.07,False
25.6,93.07,283.0,7.7,33.3,270.0,-1.0,-0.0,33.3,30.7,36.0,1.222,0.1096,False
25.6,93.08,249.0,4.6,33.6,270.0,-1.0,-0.0,33.6,30.5,35.9,1.224,0.0655,False
25.6,93.09,236.0,5.4,33.8,270.0,-1.0,-0.0,33.8,30.4,35.8,1.225,0.0768,False
25.6,93.1,240.0,6.5,34.1,180.0,0.0,-1.0,34.1,30.2,35.7,1.226,0.0923,False
25.6,93.11,292.0,8.7,34.5,270.0,-1.0,-0.0,34.5,30.0,35.5,1.228,0.1232,False
25.6,93.12,325.0,12.3,34.8,270.0,-1.0,-0.0,34.8,29.8,35.4,1.228,0.1735,False
25.6,93.13,298.0,9.3,35.1,270.0,-1.0,-0.0,35.1,29.7,35.2,1.229,0.1315,False
25.6,93.14,319.0,11.6,35.3,270.0,-1.0,-0.0,35.3,29.5,35.1,1.229,0.1636,False
