source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,id,event_date_formatted,elevation,slope,aspect,clay_percent,sand_percent,silt_percent,bulk_density
The Indian Express,http://indianexpress.com/article/cities/kolkata/farmer-killed-fresh-landslide-in-kurseong/,7138,07/07/2015 12:00:00 AM,,"NH-10, Sepi Jhora, Kalimpong",the road was cleared by 7 am the next day.,"NH-10, Sepi Jhora, Kalimpong",5km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7138.0,India,IN,Sikkim,43000.0,Kālimpang,2.91557,07/10/2015 05:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4397,27.0816,7138,2015-07-07,2411.7,41.62,63.3,36.1,21.4,42.6,1.25
The Indian Express,http://indianexpress.com/article/cities/kolkata/farmer-killed-fresh-landslide-in-kurseong/,7139,07/07/2015 11:00:00 PM,,Kurseong,Body of a 53-year-old farmer was recovered in Kalimpong Wednesday morning after heavy rain resulted in another landslide in Kurseong in the disaster-torn Darjeeling district late Tuesday night. Officials say Dilli Ram Adhikary was washed away in the rain and his body was recovered from Lower Bong Bustee in Kalimpong region. - See more at: http://indianexpress.com/article/cities/kolkata/farmer-killed-fresh-landslide-in-kurseong/#sthash.48iEGRr2.dpuf,Kurseong,5km,landslide,continuous_rain,medium,unknown,1.0,0.0,,http://images.indianexpress.com/2015/07/landslide-pune.jpg,,glc,7139.0,India,IN,West Bengal,46427.0,Kārsiyāng,0.32469,02/04/2016 04:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2806,26.8826,7139,2015-07-07,1271.1,34.68,109.6,30.4,34.2,35.4,1.25
NDTV,http://www.ndtv.com/andhra-pradesh-news/3-killed-in-landslide-in-arunachal-pradesh-781829,7214,07/15/2015 08:00:00 AM,,Type-IV Colony of Seppa in East Kameng,"Torrential rains in the past 24 hours have caused heavy landslides in various areas of the district headquarters damaging several houses, roads, culverts, pipelines and electricity poles.  three victims - a couple and their three-year-old son killed on the spot",Type-IV Colony of Seppa in East Kameng,5km,landslide,monsoon,medium,urban,3.0,0.0,,,,glc,7214.0,India,IN,Arunachal Pradesh,7121.0,Bomdila,61.6633,07/17/2015 01:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.0385,27.36,7214,2015-07-15,2115.8,46.35,24.3,34.1,24.2,41.8,1.25
Assam Times,http://www.assamtimes.org/node/14309,7253,07/22/2015 12:00:00 AM,,Lakhipur,"Five persons of a family were buried alive when a huge hillock collapsed on their house in Cachar district on Wednesday. The incident took place in the wee hours at Lakhipur are when a huge hillock slipped into the house where Zubeda Khatun along with her four children lived in.  “It came to light at around 10 in the morning as the local residents had to keep themselves confined to their homes because of the incessant rains,” a local resident told Assam Times over telephone.",Lakhipur,5km,landslide,continuous_rain,medium,urban,5.0,0.0,,,,glc,7253.0,India,IN,Assam,12871.0,Lakhipur,1.31262,07/22/2015 03:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.9974,24.7979,7253,2015-07-22,1336.7,41.87,69.5,37.4,18.3,44.3,1.25
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7263,07/22/2015 12:00:00 AM,,"15 kms from Maram, National Highway-102/A (Maram Peren road)",Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle. Sources specified of major landslides in different locations including 15 kms from Maram,"15 kms from Maram, National Highway-102/A (Maram Peren road)",1km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7263.0,India,IN,Manipur,92113.0,Kohima,25.91151,07/23/2015 04:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0489,25.4477,7263,2015-07-22,2061.2,47.26,178.9,38.7,16.6,44.7,1.25
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7264,07/22/2015 12:00:00 AM,,22 kms to 30 kms between Sangkungmai and Willong,"Torrential rain in the last many days has created havoc in many places of Senapati district. According to sources, vehicular and human movements have been completely halted. Removal of trees and loose soil are expected to take many weeks before normal movement along the road can begin. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",22 kms to 30 kms between Sangkungmai and Willong,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7264.0,India,IN,Manipur,92113.0,Kohima,27.6588,07/23/2015 04:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9827,25.4538,7264,2015-07-22,1067.0,39.26,43.4,31.1,31.9,37.1,1.25
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7265,07/22/2015 12:00:00 AM,,Willong-Yangkhullen stretch,Torrential rain in the last many days has created havoc in many places of Senapati district.  Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle.,Willong-Yangkhullen stretch,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7265.0,India,IN,Manipur,92113.0,Kohima,23.04185,07/23/2015 04:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9854,25.5007,7265,2015-07-22,878.2,47.73,110.2,29.6,34.8,35.6,1.25
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7266,07/22/2015 12:00:00 AM,,Yangkhullen-Tamphung road till Nagaland border,"Torrential rain in the last many days has created havoc in many places of Senapati district. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",Yangkhullen-Tamphung road till Nagaland border,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7266.0,India,IN,Manipur,92113.0,Kohima,29.57629,07/23/2015 04:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.8794,25.5098,7266,2015-07-22,922.1,43.53,111.4,29.9,34.1,35.9,1.25
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7267,07/22/2015 12:00:00 AM,,NH-2 between Senapati and Mao,"Reports from other locations also say that minor landslides, potholes, water-logging have been spotted along the NH-2 stretch between Senapati and Mao.",NH-2 between Senapati and Mao,10km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7267.0,India,IN,Manipur,92113.0,Kohima,31.50636,07/23/2015 04:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0926,25.3908,7267,2015-07-22,1059.1,32.5,115.2,31.0,32.0,37.0,1.25
ASSAM Talks,http://www.assamtalks.com/2-killed-in-jorabat-landslide.html,7276,07/25/2015 09:00:00 AM,,"Dispur : According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. Thi*","According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. This incident occurred at Tamulkuchi village of Jorabat.  Bodo’s wife Bharati Bodo and his daughter were died and other more houses got damaged",,5km,landslide,continuous_rain,medium,natural_slope,2.0,0.0,,,,glc,7276.0,India,IN,Assam,2000.0,Dispur,7.81437,07/27/2015 02:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8717,26.1062,7276,2015-07-25,530.7,32.24,1.2,30.3,34.4,35.3,1.25
E-PAO,http://e-pao.net/GP.asp?src=Snipp16..250715.jul15,7279,07/24/2015 12:00:00 AM,,Tamenglong Ward No-IV,"Due to incessant rainfalls in the last few days, a huge mudslide occurred on Friday which destroyed a garage along with a Bolero jeep and other belongings of one Namthiurai Daimei of Tamenglong Ward No-IV.",Tamenglong Ward No-IV,50km,mudslide,monsoon,medium,other,0.0,0.0,,,,glc,7279.0,India,IN,Manipur,7176.0,Mahur,46.17661,08/12/2015 07:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.5142,24.9818,7279,2015-07-24,1700.8,46.0,24.9,35.9,22.1,41.9,1.25
webindia123,http://news.webindia123.com/news/Articles/India/20150820/2664183.html,7334,08/18/2015 12:00:00 AM,,Arunachal Pradesh,"Tamil Nadu Chief Minister J Jayalalithaa today announced a solatium of Rs ten lakhs to the family of an armyman who died while involved in 'Operation Falcon' in Arunachal Pradesh on August 18. In a statement here, she said she was grieved to hear that armyman Subedar G Annamalai, hailing from Periyapalambakkam village in Vellore district, slipped and fell after evacuating his colleagues during a landslip. She said Annamalal, who was involved in wiring operations when the landslip occurred, rescued all his colleagues, but slipped and fell and suffered head injuries. He died on the spot. Expressing her heartfelt condolences to the bereaved family, Ms Jayalalithaa announced a solatium of Rs ten lakhs to the family.",Arunachal Pradesh,unknown,landslide,unknown,medium,unknown,1.0,0.0,,,,glc,7334.0,India,IN,Arunachal Pradesh,18425.0,Along,4.04762,08/21/2015 09:58:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.7596,28.1737,7334,2015-08-18,1931.3,46.76,308.6,33.2,26.1,40.7,1.25
Shillong Times,http://www.theshillongtimes.com/2015/08/20/child-washed-away-in-tura/,7335,08/18/2015 09:00:00 AM,,Tura Civil Hospital,A landslip on Tuesday also damaged shops in the Tura Civil Hospital vicinity.,Tura Civil Hospital,1km,landslide,continuous_rain,medium,urban,0.0,0.0,,,,glc,7335.0,India,IN,Meghalaya,63645.0,Tura,0.03796,05/26/2016 11:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,90.2023,25.5145,7335,2015-08-18,1643.1,44.88,317.2,40.5,16.4,43.1,1.25
Shillong Times,http://www.theshillongtimes.com/2015/08/20/child-washed-away-in-tura/,7336,08/19/2015 09:00:00 AM,,NH-62 at Sibbari,The three days of deluge caused a portion of NH-62 to remain closed for some hours at Sibbari area due to a land slip on Wednesday morning.,NH-62 at Sibbari,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7336.0,India,IN,Meghalaya,79016.0,Netrakona,41.13405,08/21/2015 10:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,90.5549,25.2193,7336,2015-08-19,1401.6,44.65,21.3,38.7,20.3,40.9,1.25
Statesman,http://www.thestatesman.com/news/bengal/the-case-of-the-missing-8/79105.html,7363,06/30/2015 11:00:00 PM,,"Limbu Dhura, Tingling","A cousin of the Suvedi family, Balkrishna Suvedi said that that on devastating 30 June night, a total of 19 persons lost their lives in the landslides at Limbu Dhura, Tingling, in Mirik out of which 11 were from their family.","Limbu Dhura, Tingling",25km,landslide,downpour,medium,unknown,19.0,0.0,,http://cms.thestatesman.com/cms/gall_content/2015/7/2015_7$largeimg31_Jul_2015_050958663.jpg,,glc,7363.0,India,IN,West Bengal,10109.0,Mirik,0.78377,11/03/2015 06:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.1835,26.8843,7363,2015-06-30,2094.2,48.98,236.1,34.5,24.9,40.6,1.25
E-PAO,http://e-pao.net/GP.asp?src=22..010815.aug15,7364,07/31/2015 09:00:00 AM,,Phungyar road,Massive landslide along the Phungyar road under Ukhrul District cut off Phungya Sub-Division from the rest the state on Friday.,Phungyar road,10km,landslide,continuous_rain,medium,below_road,0.0,0.0,,http://www.e-pao.org/galleries/images/News_Related/2015/08/Landslide_20150801.jpg,,glc,7364.0,India,IN,Manipur,8797.0,Yairipok,34.80209,11/03/2015 07:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.3551,24.819,7364,2015-07-31,1328.1,47.96,122.6,33.1,27.9,39.1,1.25
E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,7369,08/01/2015 12:00:00 AM,,between Chalong and Paraolon,Two landslides between Chalong to Paraolon,between Chalong and Paraolon,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7369.0,India,IN,Manipur,30418.0,Kakching,28.99355,12/14/2015 08:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1016,24.1988,7369,2015-08-01,1778.9,34.97,315.1,36.5,20.9,42.5,1.25
E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,7370,08/01/2015 12:00:00 AM,,between Moltuk to New Songjang village,one landslide between Moltuk to New Songjang village,between Moltuk to New Songjang village,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7370.0,India,IN,Manipur,30418.0,Kakching,41.50847,11/21/2015 01:04:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1078,24.1419,7370,2015-08-01,1381.3,45.26,160.1,33.5,27.1,39.5,1.25
E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,7371,08/01/2015 12:00:00 AM,,near S Lamphei Lamkhai and Sehlon village,landslide near S Lamphei Lamkhai and Sehlon village had taken place,near S Lamphei Lamkhai and Sehlon village,50km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7371.0,India,IN,Manipur,44540.0,Mawlaik,52.61612,11/21/2015 01:13:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0573,23.9939,7371,2015-08-01,2032.8,37.11,142.1,38.5,17.0,44.5,1.25
E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,7372,07/31/2015 11:00:00 PM,,Naga Gate along the Ukhrul-Imphal route,"Reports reaching here have said that massive landslides that occurred last night at several points like New Haven, Finch Corner, Nungshang Kong and Naga Gate along the Ukhrul-Imphal route have brought vehicular movements to a standstill since early morning on Saturday.",Naga Gate along the Ukhrul-Imphal route,10km,mudslide,continuous_rain,medium,above_road,0.0,0.0,,http://www.e-pao.org/galleries/images/News_Related/2015/08/Ukhrul_20150802.jpg,,glc,7372.0,India,IN,Manipur,223523.0,Imphal,49.09866,11/21/2015 01:34:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.3415,25.0634,7372,2015-07-31,899.1,47.82,74.7,29.8,34.5,35.8,1.25
E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,7373,08/01/2015 12:00:00 AM,,between Maku village and Kamjong sub division,"Meanwhile, Kamjong- Ukhrul BRTF road connecting 30 villages under Kamjong block has remained cut off for the past three days following heavy landslides at various locations in between Maku village and Kamjong sub division spanning a stretch of abour 9 kilometres.",between Maku village and Kamjong sub division,10km,landslide,continuous_rain,medium,above_road,,,,,,glc,7373.0,India,IN,Manipur,8797.0,Yairipok,50.42405,11/21/2015 01:43:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.4759,24.9111,7373,2015-08-01,1468.7,36.17,198.5,34.1,25.7,40.1,1.25
E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,7374,08/01/2015 12:00:00 AM,,Ukhrul town Circular road from Rayotang to Viewland Zone II,"In separate similar incidents, due to sinking of Ukhrul town Circular road from Rayotang to Viewland Zone II, a newly constructed Meitei Baptist Church building, including pastor quarter and kitchen have been destroyed, while heavy downpour that lashed the district over the last 48 hours has left some three dwelling houses damaged at Dungrei Junction.",Ukhrul town Circular road from Rayotang to Viewland Zone II,10km,landslide,continuous_rain,medium,below_road,0.0,0.0,,,,glc,7374.0,India,IN,Manipur,223523.0,Imphal,53.75747,02/04/2016 04:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.3591,25.1122,7374,2015-08-01,1000.1,46.97,221.5,30.5,32.9,36.5,1.25
E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,7375,08/01/2015 12:00:00 AM,,Ukhrul NH 201-Jessami road,"The landslides occurred at three places between Ukhrul to Nungbi Village, following which a team of RKL inspected the sites today.",Ukhrul NH 201-Jessami road,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7375.0,India,IN,Manipur,15118.0,Phek,52.60509,11/21/2015 02:02:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.4481,25.1941,7375,2015-08-01,1944.5,41.35,355.7,37.8,18.4,43.8,1.25
Hindustan Times,http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html,7383,08/01/2015 12:00:00 AM,,"Tuitung village, Khengjoi","Several houses of Hollenjang, Wayang and Tuitung village under Khengjoi were also swept away by the landslide. The total number of casualties from these areas, if any, are not known so far.","Tuitung village, Khengjoi",5km,landslide,rain,medium,unknown,0.0,0.0,,,,glc,7383.0,India,IN,Manipur,44540.0,Mawlaik,38.95051,12/14/2015 08:53:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1434,23.899,7383,2015-08-01,1255.3,32.41,12.6,32.5,29.0,38.5,1.25
Hindustan Times,http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html,7384,08/01/2015 12:00:00 AM,,"Wayang, Khengjoi","Several houses of Hollenjang, Wayang and Tuitung village under Khengjoi were also swept away by the landslide. The total number of casualties from these areas, if any, are not known so far.","Wayang, Khengjoi",5km,landslide,rain,medium,unknown,0.0,0.0,,,,glc,7384.0,India,IN,Manipur,44540.0,Mawlaik,44.98236,12/14/2015 08:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0906,23.9278,7384,2015-08-01,852.4,36.18,1.5,29.4,35.2,35.4,1.25
India Today,http://indiatoday.intoday.in/story/landslide-in-manipur-near-myanmar-border-kills-21/1/455645.html,7385,08/01/2015 12:00:00 AM,,"Holenjang, Chandel district","Another village Holenjang, which is 15km away from Joumol is also hit by landslide but due to non-motorable road rescue teams were yet to reach this area till late Saturday evening.","Holenjang, Chandel district",10km,landslide,continuous_rain,medium,unknown,0.0,0.0,,http://www.e-pao.org/galleries/images/News_Related/2015/08/Hollenjang_20150813.jpg,,glc,7385.0,India,IN,Manipur,47774.0,Churāchāndpur,48.31354,05/06/2016 12:51:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9815,24.004,7385,2015-08-01,1205.6,35.48,155.2,32.1,29.8,38.1,1.25
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7387,08/01/2015 12:00:00 AM,,Imphal-Ukhrul road,,Imphal-Ukhrul road,50km,landslide,continuous_rain,small,below_road,0.0,0.0,,http://www.e-pao.org/galleries/images/News_Related/2015/08/Chandel_20150802.jpg,,glc,7387.0,India,IN,Manipur,223523.0,Imphal,31.83231,12/14/2015 09:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.2156,24.954,7387,2015-08-01,969.1,47.82,256.7,30.3,33.4,36.3,1.25
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7388,08/01/2015 12:00:00 AM,,Senam,"At Senam and Tengnoupal, Some people of the two villages vacated their respective houses and shifted their belongings to a safer place as crack has been developed due to landslide in the village.",Senam,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7388.0,India,IN,Manipur,30418.0,Kakching,14.9647,12/14/2015 09:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0984,24.416,7388,2015-08-01,1064.5,40.29,223.3,31.0,31.9,37.0,1.25
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7389,08/01/2015 12:00:00 AM,,between Bongyang and Lokchao along the Imphal-Moreh highway,"Meanwhile, landslides also wreaked havoc in between Bongyang and Lokchao along the Imphal-Moreh highway and Tengnoupal-Sangshak road in Chandel district.",between Bongyang and Lokchao along the Imphal-Moreh highway,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7389.0,India,IN,Manipur,30418.0,Kakching,13.14385,12/14/2015 09:52:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0644,24.4072,7389,2015-08-01,1534.1,43.01,92.3,34.6,24.7,40.6,1.25
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7390,08/01/2015 12:00:00 AM,,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,In between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station landslide occurred at four locations and blocked the Tengnoupal-Sangshak road,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7390.0,India,IN,Manipur,7528.0,Wāngjing,22.17372,12/14/2015 10:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1913,24.4265,7390,2015-08-01,995.7,47.86,41.4,30.5,33.0,36.5,1.25
IBN Live,http://www.ibnlive.com/news/india/incessant-rains-trigger-landslide-and-mud-slips-in-nagaland-1029674.html,7409,08/02/2015 12:00:00 AM,,Meluri Sub-Division in Phek District of Nagaland,Incessant rains for the past few days have caused mud slips and landslide in some areas under Meluri Sub-Division in Phek District of Nagaland.,Meluri Sub-Division in Phek District of Nagaland,10km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7409.0,India,IN,Nagaland,15118.0,Phek,13.58896,02/04/2016 01:20:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.6219,25.72,7409,2015-08-02,952.1,43.13,256.2,30.2,33.7,36.2,1.25
International Business Times,http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,7589,08/19/2015 12:00:00 AM,,National Highway 44,"The landslide disrupted traffic on National Highway 44, which connects Assam, Mizoram and Tripura.",National Highway 44,25km,landslide,rain,medium,above_road,0.0,0.0,,,,glc,7589.0,India,IN,Meghalaya,55290.0,Karīmganj,43.02536,03/24/2016 12:48:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.3825,25.2568,7589,2015-08-19,1371.3,43.8,272.3,38.5,20.8,40.6,1.25
International Business Times,http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,7590,08/19/2015 12:00:00 AM,,Tongseng,"Minor landslides were also reported in Tongseng, Ratacherra and Dona areas.",Tongseng,5km,landslide,rain,small,unknown,0.0,0.0,,,,glc,7590.0,India,IN,Meghalaya,55290.0,Karīmganj,30.27913,03/24/2016 12:52:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.3807,25.1416,7590,2015-08-19,1725.4,31.92,211.9,41.1,15.0,43.9,1.25
International Business Times,http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,7591,03/19/2015 12:00:00 AM,,Ratacherra,"Minor landslides were also reported in Tongseng, Ratacherra and Dona areas.",Ratacherra,5km,landslide,rain,small,unknown,0.0,0.0,,,,glc,7591.0,India,IN,Assam,55290.0,Karīmganj,20.79709,03/24/2016 12:56:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.4584,25.0318,7591,2015-03-19,655.9,39.2,150.2,31.4,31.9,36.7,1.25
Zee News,http://zeenews.india.com/news/north-east/landslide-in-tawang-area-of-arunachal-pradesh-watch-video_1878690.html,7655,04/22/2016 02:30:00 AM,,"Tawang, Arunachal Pradesh","TRMM shows no significant rainfall accumulation. Article: Continuous rain in the last couple of days led to a landslide at Famla village in Arunachal Pradesh's Tawang district early Friday, killing 17 people.","Tawang, Arunachal Pradesh",5km,landslide,continuous_rain,medium,above_road,17.0,0.0,,"http://timesofindia.indiatimes.com/thumb/msid-51950784,width-400,resizemode-4/51950784.jpg",,glc,7655.0,India,IN,Arunachal Pradesh,4831.0,Tawang,6.69648,04/23/2016 02:02:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8569,27.5799,7655,2016-04-22,1822.2,36.91,126.4,32.6,27.3,40.1,1.25
Nagaland Post,http://www.nagalandpost.com/channelnews/State/StateNews.aspx?news=TkVXUzEwMDA4NDc2Mg%3D%3D,7660,08/12/2015 12:00:00 AM,,Phesama village,"Speaking to Nagaland Post after examining the soil at the mountain, senior geologist from Nagaland State Disaster Management Authority (NSDMA) home department, Kekhrie Zavi, said it was found that the soil contained a mixture of sand, clay and sticky mud type, which absorbed excess water and reduced soil’s grabbing capacity resulting in the continuous mudslide.",Phesama village,5km,mudslide,continuous_rain,medium,below_road,0.0,0.0,,http://www.nagalandpost.com/cms/newsimages/HKSYOEMCRGVHPPUGOTKX_resize.jpg,,glc,7660.0,India,IN,Nagaland,92113.0,Kohima,5.65674,04/28/2016 03:23:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1136,25.6237,7660,2015-08-12,1608.3,40.69,22.4,35.2,23.6,41.2,1.25
E-PAO,http://e-pao.net/GP.asp?src=26..120815.aug15,7664,08/11/2015 12:00:00 AM,,Nungba,"In a press statement, ZB-AMN General Secretary Dr Gairiangmei Maringmei said due to recent incessant rain, several areas of the Zeliangrong region have experienced landslides.",Nungba,10km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7664.0,India,IN,Manipur,0.0,Bishnupur,36.47706,04/28/2016 08:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4251,24.7459,7664,2015-08-11,1786.0,46.56,99.3,36.6,20.8,42.6,1.25
E-PAO,http://e-pao.net/GP.asp?src=26..120815.aug15,7665,08/11/2015 12:00:00 AM,,Khoupum,"In a press statement, ZB-AMN General Secretary Dr Gairiangmei Maringmei said due to recent incessant rain, several areas of the Zeliangrong region have experienced landslides.",Khoupum,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7665.0,India,IN,Manipur,0.0,Bishnupur,31.62348,04/28/2016 10:35:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.5291,24.7016,7665,2015-08-11,1487.5,35.53,91.0,34.3,25.4,40.3,1.25
E-PAO,http://e-pao.net/GP.asp?src=26..120815.aug15,7666,08/11/2015 12:00:00 AM,,Tousem,"In a press statement, ZB-AMN General Secretary Dr Gairiangmei Maringmei said due to recent incessant rain, several areas of the Zeliangrong region have experienced landslides.",Tousem,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7666.0,India,IN,Manipur,7176.0,Mahur,27.66664,04/28/2016 09:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.3729,25.1019,7666,2015-08-11,1353.4,34.46,159.3,33.3,27.5,39.3,1.25
Web India 123,http://news.webindia123.com/news/Articles/India/20150819/2663754.html,7699,08/19/2015 12:00:00 AM,,Zunheboto district,"Sources said in Zunheboto district the rainfall had caused several landslides damaging scores of houses, roads, bridges, cultivation areas and paddy/terrace fields.",Zunheboto district,50km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7699.0,India,IN,Nagaland,29499.0,Zunheboto,2.73624,05/10/2016 07:57:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.5224,26.0214,7699,2015-08-19,1130.8,46.75,333.2,31.5,30.9,37.5,1.25
