id,sample_type,latitude,longitude,date,slope,clay_percent,rain_day_minus_3_mm,rain_day_minus_2_mm,rain_day_minus_1_mm,rain_event_day_mm,target
4436,real_landslide_steep_rain,26.9986,95.4993,2012-06-25,42.97,32.6,30.4,21.8,43.5,44.5,1
4436_dry,real_dry_season_steep_dry,26.9986,95.4993,2012-01-27,42.97,32.6,0.4,0.0,0.6,0.5,0
4436_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2012-06-25,2.1,22.0,45.2,39.8,103.2,32.3,0
4446,real_landslide_steep_rain,28.9986,94.8885,2012-07-05,50.17,28.3,35.7,50.1,37.3,69.1,1
4446_dry,real_dry_season_steep_dry,28.9986,94.8885,2012-02-06,50.17,28.3,0.0,0.0,2.3,8.4,0
4446_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2012-07-05,2.4,21.5,12.4,13.1,57.8,98.4,0
4556,real_landslide_steep_rain,27.1675,88.3651,2012-09-16,46.51,30.8,59.6,85.8,72.6,70.3,1
4556_dry,real_dry_season_steep_dry,27.1675,88.3651,2012-04-19,46.51,30.8,1.0,4.3,4.3,6.4,0
4556_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2012-09-16,1.9,22.5,44.8,23.6,42.0,40.6,0
4569,real_landslide_steep_rain,27.8385,88.556,2012-09-19,46.53,35.9,27.7,40.3,11.9,21.5,1
4569_dry,real_dry_season_steep_dry,27.8385,88.556,2012-04-22,46.53,35.9,18.3,14.7,26.6,49.7,0
4569_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2012-09-19,1.5,24.0,66.0,1.5,13.1,9.4,0
4570,real_landslide_steep_rain,27.8458,95.2253,2012-09-19,43.41,30.5,26.7,28.9,22.9,55.6,1
4570_dry,real_dry_season_steep_dry,27.8458,95.2253,2012-04-22,43.41,30.5,38.8,0.0,0.1,16.2,0
4570_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2012-09-19,1.7,23.5,25.3,1.7,8.0,8.3,0
4571,real_landslide_steep_rain,27.6558,88.605,2012-09-19,50.93,30.1,46.5,46.2,12.6,28.5,1
4571_dry,real_dry_season_steep_dry,27.6558,88.605,2012-04-22,50.93,30.1,15.9,19.8,28.1,47.5,0
4571_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2012-09-19,1.6,22.0,5.7,10.4,7.8,5.8,0
4757,real_landslide_steep_rain,28.1193,95.1645,2013-02-18,46.32,33.6,0.0,0.1,11.2,10.4,1
4757_dry,real_dry_season_steep_dry,28.1193,95.1645,2012-09-21,46.32,33.6,27.8,67.2,55.9,39.9,0
4757_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2013-02-18,2.1,22.0,0.0,1.5,11.0,0.2,0
4798,real_landslide_steep_rain,28.8254,96.1509,2013-04-07,49.79,35.7,28.1,24.6,12.5,0.7,1
4798_dry,real_dry_season_steep_dry,28.8254,96.1509,2012-11-08,49.79,35.7,0.0,0.0,0.1,0.9,0
4798_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2013-04-07,2.4,21.5,0.8,0.0,0.0,0.0,0
4610,real_landslide_steep_rain,23.7705,92.5217,2012-11-11,38.53,38.8,1.9,0.0,0.0,0.0,1
4610_dry,real_dry_season_steep_dry,23.7705,92.5217,2012-06-14,38.53,38.8,0.1,1.7,1.1,3.7,0
4610_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2012-11-11,1.8,21.0,1.0,0.0,0.0,0.0,0
4845,real_landslide_steep_rain,24.2315,92.6755,2013-05-07,43.23,33.5,7.5,20.9,11.2,47.1,1
4845_dry,real_dry_season_steep_dry,24.2315,92.6755,2012-12-08,43.23,33.5,0.0,0.0,0.0,0.0,0
4845_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2013-05-07,1.8,23.0,3.9,3.6,0.0,0.0,0
4848,real_landslide_steep_rain,24.0896,91.4663,2013-05-08,35.24,34.4,54.0,71.8,45.0,57.9,1
4848_dry,real_dry_season_steep_dry,24.0896,91.4663,2012-12-09,35.24,34.4,0.0,0.0,0.0,0.0,0
4848_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2013-05-08,1.9,22.5,26.5,6.4,0.1,0.5,0
4857,real_landslide_steep_rain,23.7281,92.7175,2013-05-11,31.29,34.2,15.6,9.0,6.2,6.4,1
4857_dry,real_dry_season_steep_dry,23.7281,92.7175,2012-12-12,31.29,34.2,0.0,0.0,0.0,2.6,0
4857_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2013-05-11,1.5,24.0,0.9,3.1,0.4,6.3,0
4858,real_landslide_steep_rain,26.1662,91.7138,2013-05-11,41.69,35.7,2.8,10.5,19.4,21.7,1
4858_dry,real_dry_season_steep_dry,26.1662,91.7138,2012-12-12,41.69,35.7,0.0,0.0,0.0,4.2,0
4858_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2013-05-11,1.7,23.5,2.0,6.0,6.0,15.3,0
4859,real_landslide_steep_rain,26.1771,91.7599,2013-05-11,26.33,34.3,2.8,10.5,19.4,21.7,1
4859_dry,real_dry_season_steep_dry,26.1771,91.7599,2012-12-12,26.33,34.3,0.0,0.0,0.0,4.2,0
4859_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2013-05-11,1.6,22.0,2.5,7.5,4.3,29.7,0
4860,real_landslide_steep_rain,26.1016,91.6906,2013-05-11,27.6,35.0,1.9,2.8,7.4,29.0,1
4860_dry,real_dry_season_steep_dry,26.1016,91.6906,2012-12-12,27.6,35.0,0.0,0.1,0.0,0.3,0
4860_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2013-05-11,1.8,21.0,2.1,3.0,0.8,3.7,0
4892,real_landslide_steep_rain,27.8776,94.25,2013-06-01,51.97,30.6,47.0,21.9,24.2,11.5,1
4892_dry,real_dry_season_steep_dry,27.8776,94.25,2013-01-02,51.97,30.6,0.0,0.0,0.0,0.1,0
4892_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2013-06-01,2.4,21.5,15.4,38.0,136.0,17.4,0
4861,real_landslide_steep_rain,24.9926,93.4946,2013-05-12,28.62,35.0,100.9,91.7,70.0,4.4,1
4861_dry,real_dry_season_steep_dry,24.9926,93.4946,2012-12-13,28.62,35.0,0.0,0.0,0.6,0.1,0
4861_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2013-05-12,2.1,22.0,10.5,19.4,21.7,12.8,0
4906,real_landslide_steep_rain,26.0977,94.7499,2013-06-07,26.42,33.4,2.3,3.0,6.1,15.3,1
4906_dry,real_dry_season_steep_dry,26.0977,94.7499,2013-01-08,26.42,33.4,0.0,0.0,0.0,0.0,0
4906_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2013-06-07,1.9,22.5,13.4,2.2,3.3,6.8,0
4905,real_landslide_steep_rain,26.0977,94.7031,2013-06-07,39.2,35.8,2.3,3.0,6.1,15.3,1
4905_dry,real_dry_season_steep_dry,26.0977,94.7031,2013-01-08,39.2,35.8,0.0,0.0,0.0,0.0,0
4905_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2013-06-07,1.8,23.0,12.1,12.6,20.2,8.0,0
4908,real_landslide_steep_rain,27.3721,88.708,2013-06-08,51.43,30.5,14.2,19.2,13.6,16.4,1
4908_dry,real_dry_season_steep_dry,27.3721,88.708,2013-01-09,51.43,30.5,1.8,6.6,5.6,3.9,0
4908_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2013-06-08,1.5,24.0,27.8,42.7,10.6,3.9,0
4990,real_landslide_steep_rain,27.3765,88.7628,2013-06-27,42.84,37.1,21.2,26.5,32.7,24.4,1
4990_dry,real_dry_season_steep_dry,27.3765,88.7628,2013-01-28,42.84,37.1,4.4,2.1,2.3,0.0,0
4990_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2013-06-27,1.7,23.5,20.4,31.0,30.3,21.6,0
5005,real_landslide_steep_rain,26.72,95.029,2013-07-01,38.48,35.9,19.3,10.4,33.4,28.8,1
5005_dry,real_dry_season_steep_dry,26.72,95.029,2013-02-01,38.48,35.9,0.0,0.0,0.0,0.0,0
5005_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2013-07-01,1.6,22.0,34.5,3.9,5.9,7.0,0
5006,real_landslide_steep_rain,26.1147,94.3864,2013-07-01,32.06,34.0,10.5,15.3,29.7,15.5,1
5006_dry,real_dry_season_steep_dry,26.1147,94.3864,2013-02-01,32.06,34.0,0.0,0.0,0.0,0.0,0
5006_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2013-07-01,1.8,21.0,27.0,10.4,3.7,9.7,0
5084,real_landslide_steep_rain,25.616,94.1167,2013-07-12,35.91,32.7,5.1,2.1,14.6,27.7,1
5084_dry,real_dry_season_steep_dry,25.616,94.1167,2013-02-12,35.91,32.7,0.5,0.0,0.0,0.0,0
5084_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2013-07-12,2.1,22.0,8.3,7.1,21.3,36.9,0
5087,real_landslide_steep_rain,25.6269,94.1139,2013-07-12,32.85,37.8,4.7,2.4,9.6,27.1,1
5087_dry,real_dry_season_steep_dry,25.6269,94.1139,2013-02-12,32.85,37.8,1.3,0.0,0.0,0.0,0
5087_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2013-07-12,2.4,21.5,7.0,63.0,13.0,7.5,0
5123,real_landslide_steep_rain,25.7131,94.0885,2013-07-17,39.92,31.1,14.4,12.0,75.8,9.9,1
5123_dry,real_dry_season_steep_dry,25.7131,94.0885,2013-02-17,39.92,31.1,0.0,0.0,0.2,5.2,0
5123_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2013-07-17,1.5,24.0,3.7,0.4,6.6,7.1,0
5107,real_landslide_steep_rain,25.6269,94.1139,2013-07-15,32.85,37.8,27.1,10.6,14.4,12.0,1
5107_dry,real_dry_season_steep_dry,25.6269,94.1139,2013-02-15,32.85,37.8,0.0,0.0,0.0,0.0,0
5107_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2013-07-15,1.8,23.0,14.3,23.2,16.8,4.5,0
5122,real_landslide_steep_rain,25.7658,93.9413,2013-07-17,27.58,36.6,14.4,12.0,75.8,9.9,1
5122_dry,real_dry_season_steep_dry,25.7658,93.9413,2013-02-17,27.58,36.6,0.0,0.0,0.2,5.2,0
5122_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2013-07-17,1.9,22.5,8.4,6.5,7.7,15.7,0
5250,real_landslide_steep_rain,27.8837,93.0515,2013-08-01,48.3,30.2,7.6,7.0,7.2,17.7,1
5250_dry,real_dry_season_steep_dry,27.8837,93.0515,2013-03-04,48.3,30.2,5.2,1.5,2.4,1.0,0
5250_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2013-08-01,1.7,23.5,1.0,17.0,32.2,56.7,0
5268,real_landslide_steep_rain,26.0137,94.5163,2013-08-04,40.21,37.3,9.0,11.2,1.3,4.9,1
5268_dry,real_dry_season_steep_dry,26.0137,94.5163,2013-03-07,40.21,37.3,0.0,0.0,0.0,0.0,0
5268_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2013-08-04,1.6,22.0,0.8,24.9,7.2,5.2,0
5270,real_landslide_steep_rain,26.0481,94.4619,2013-08-04,39.18,32.4,9.0,11.2,1.3,4.9,1
5270_dry,real_dry_season_steep_dry,26.0481,94.4619,2013-03-07,39.18,32.4,0.0,0.0,0.0,0.0,0
5270_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2013-08-04,2.1,22.0,59.0,26.0,5.1,0.5,0
5269,real_landslide_steep_rain,25.8376,94.5234,2013-08-04,32.31,33.8,8.0,9.6,1.2,5.8,1
5269_dry,real_dry_season_steep_dry,25.8376,94.5234,2013-03-07,32.31,33.8,0.0,0.0,0.0,0.0,0
5269_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2013-08-04,1.8,21.0,35.3,7.6,2.7,20.1,0
5271,real_landslide_steep_rain,26.284,94.5808,2013-08-04,33.33,37.6,7.0,16.9,3.8,9.3,1
5271_dry,real_dry_season_steep_dry,26.284,94.5808,2013-03-07,33.33,37.6,0.0,0.0,0.0,0.0,0
5271_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2013-08-04,2.4,21.5,9.0,8.0,4.6,10.3,0
5273,real_landslide_steep_rain,26.1807,94.5497,2013-08-04,41.65,35.8,7.0,16.9,3.8,9.3,1
5273_dry,real_dry_season_steep_dry,26.1807,94.5497,2013-03-07,41.65,35.8,0.0,0.0,0.0,0.0,0
5273_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2013-08-04,1.9,22.5,8.9,23.1,7.5,9.8,0
5272,real_landslide_steep_rain,26.2083,94.5438,2013-08-04,36.13,33.5,7.0,16.9,3.8,9.3,1
5272_dry,real_dry_season_steep_dry,26.2083,94.5438,2013-03-07,36.13,33.5,0.0,0.0,0.0,0.0,0
5272_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2013-08-04,1.8,23.0,15.6,18.3,16.3,20.6,0
5275,real_landslide_steep_rain,26.1498,94.6055,2013-08-04,39.13,32.0,7.0,16.9,3.8,9.3,1
5275_dry,real_dry_season_steep_dry,26.1498,94.6055,2013-03-07,39.13,32.0,0.0,0.0,0.0,0.0,0
5275_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2013-08-04,1.7,23.5,56.7,11.1,2.2,4.4,0
5274,real_landslide_steep_rain,26.0838,94.564,2013-08-04,40.58,36.6,9.0,11.2,1.3,4.9,1
5274_dry,real_dry_season_steep_dry,26.0838,94.564,2013-03-07,40.58,36.6,0.0,0.0,0.0,0.0,0
5274_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2013-08-04,1.5,24.0,2.2,5.6,2.3,1.1,0
5300,real_landslide_steep_rain,25.318,94.0441,2013-08-09,39.46,36.9,16.3,4.5,11.7,5.2,1
5300_dry,real_dry_season_steep_dry,25.318,94.0441,2013-03-12,39.46,36.9,0.0,0.0,0.6,0.8,0
5300_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2013-08-09,1.6,22.0,20.3,6.9,5.8,23.6,0
5312,real_landslide_steep_rain,26.7103,94.693,2013-08-11,34.79,36.7,8.3,6.8,17.6,26.4,1
5312_dry,real_dry_season_steep_dry,26.7103,94.693,2013-03-14,34.79,36.7,0.0,0.0,0.0,0.0,0
5312_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2013-08-11,1.8,21.0,7.5,8.9,9.4,25.0,0
5336,real_landslide_steep_rain,26.3897,94.9439,2013-08-16,41.03,31.0,8.6,9.1,12.8,19.2,1
5336_dry,real_dry_season_steep_dry,26.3897,94.9439,2013-03-19,41.03,31.0,0.5,0.5,14.2,3.3,0
5336_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2013-08-16,2.1,22.0,5.0,15.7,8.4,16.0,0
5338,real_landslide_steep_rain,26.8727,94.9275,2013-08-16,41.72,30.1,13.1,12.2,27.6,16.4,1
5338_dry,real_dry_season_steep_dry,26.8727,94.9275,2013-03-19,41.72,30.1,0.0,0.6,11.8,2.6,0
5338_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2013-08-16,1.8,23.0,7.7,17.5,13.5,13.5,0
5337,real_landslide_steep_rain,26.4205,94.9731,2013-08-16,40.83,35.0,8.6,9.1,12.8,19.2,1
5337_dry,real_dry_season_steep_dry,26.4205,94.9731,2013-03-19,40.83,35.0,0.5,0.5,14.2,3.3,0
5337_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2013-08-16,2.4,21.5,9.3,8.7,4.2,10.3,0
5343,real_landslide_steep_rain,24.7625,93.4341,2013-08-17,31.41,32.1,7.6,15.2,7.9,12.5,1
5343_dry,real_dry_season_steep_dry,24.7625,93.4341,2013-03-20,31.41,32.1,0.0,0.2,0.3,0.0,0
5343_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2013-08-17,1.9,22.5,12.8,7.0,20.9,7.9,0
5421,real_landslide_steep_rain,26.4205,94.9731,2013-08-30,40.83,35.0,16.5,15.0,5.3,9.3,1
5421_dry,real_dry_season_steep_dry,26.4205,94.9731,2013-04-02,40.83,35.0,5.4,6.2,2.3,3.9,0
5421_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2013-08-30,1.5,24.0,54.2,18.9,1.1,6.2,0
5427,real_landslide_steep_rain,25.3833,94.1884,2013-08-15,41.4,35.9,17.4,13.9,19.8,8.1,1
5427_dry,real_dry_season_steep_dry,25.3833,94.1884,2013-03-18,41.4,35.9,0.2,4.7,0.8,1.7,0
5427_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2013-08-15,1.7,23.5,6.2,1.6,13.8,6.9,0
5429,real_landslide_steep_rain,27.3425,88.2426,2013-09-01,46.38,32.3,16.7,7.8,10.9,35.4,1
5429_dry,real_dry_season_steep_dry,27.3425,88.2426,2013-04-04,46.38,32.3,5.1,5.1,2.9,1.4,0
5429_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2013-09-01,1.6,22.0,12.3,9.7,16.4,16.9,0
5430,real_landslide_steep_rain,24.9037,93.487,2013-09-01,47.98,34.6,1.8,1.8,1.2,3.7,1
5430_dry,real_dry_season_steep_dry,24.9037,93.487,2013-04-04,47.98,34.6,2.5,0.0,1.8,5.9,0
5430_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2013-09-01,1.8,21.0,11.8,8.9,16.2,11.7,0
5431,real_landslide_steep_rain,24.9829,93.5063,2013-09-01,32.8,34.5,1.8,1.8,1.2,3.7,1
5431_dry,real_dry_season_steep_dry,24.9829,93.5063,2013-04-04,32.8,34.5,2.5,0.0,1.8,5.9,0
5431_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2013-09-01,2.1,22.0,5.4,6.7,26.0,16.5,0
5485,real_landslide_steep_rain,27.6047,88.6463,2013-09-08,37.19,36.7,34.7,26.9,3.7,4.2,1
5485_dry,real_dry_season_steep_dry,27.6047,88.6463,2013-04-11,37.19,36.7,1.6,2.5,6.1,3.2,0
5485_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2013-09-08,1.5,24.0,3.0,2.3,4.2,6.8,0
5442,real_landslide_steep_rain,27.1614,93.7525,2013-09-02,40.63,34.1,8.7,12.2,12.1,12.3,1
5442_dry,real_dry_season_steep_dry,27.1614,93.7525,2013-04-05,40.63,34.1,3.9,3.2,16.1,7.2,0
5442_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2013-09-02,1.8,23.0,9.4,13.9,16.3,17.9,0
5441,real_landslide_steep_rain,28.611,94.9829,2013-09-02,36.17,36.6,9.5,11.0,30.2,43.9,1
5441_dry,real_dry_season_steep_dry,28.611,94.9829,2013-04-05,36.17,36.6,0.0,0.4,14.3,14.4,0
5441_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2013-09-02,2.4,21.5,4.3,21.0,36.9,38.9,0
5476,real_landslide_steep_rain,27.3736,88.7323,2013-09-07,47.73,33.3,23.8,21.1,13.4,1.4,1
5476_dry,real_dry_season_steep_dry,27.3736,88.7323,2013-04-10,47.73,33.3,3.4,2.4,1.5,8.9,0
5476_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2013-09-07,1.9,22.5,14.4,31.6,5.8,6.8,0
5533,real_landslide_steep_rain,27.0599,88.4674,2013-09-16,50.91,30.0,0.0,0.3,1.4,0.0,1
5533_dry,real_dry_season_steep_dry,27.0599,88.4674,2013-04-19,50.91,30.0,6.6,3.0,2.1,2.9,0
5533_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2013-09-16,1.7,23.5,0.2,3.7,10.9,3.5,0
5552,real_landslide_steep_rain,25.0985,94.3619,2013-09-24,48.0,38.6,1.2,0.1,1.5,5.7,1
5552_dry,real_dry_season_steep_dry,25.0985,94.3619,2013-04-27,48.0,38.6,0.0,0.3,0.0,1.8,0
5552_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2013-09-24,1.6,22.0,1.0,0.2,2.5,5.1,0
5575,real_landslide_steep_rain,25.8266,94.1497,2013-10-05,41.31,31.2,1.8,4.8,11.2,26.4,1
5575_dry,real_dry_season_steep_dry,25.8266,94.1497,2013-05-08,41.31,31.2,26.8,32.5,26.1,11.6,0
5575_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2013-10-05,1.8,21.0,0.0,0.0,28.5,30.3,0
5582,real_landslide_steep_rain,26.1309,91.8383,2013-10-06,41.89,37.6,15.3,9.4,13.6,24.5,1
5582_dry,real_dry_season_steep_dry,26.1309,91.8383,2013-05-09,41.89,37.6,7.7,1.2,2.8,10.5,0
5582_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2013-10-06,2.1,22.0,15.3,9.4,13.6,24.5,0
6016,real_landslide_steep_rain,24.8669,92.3576,2014-05-09,40.73,31.7,1.1,40.3,65.9,53.9,1
6016_dry,real_dry_season_steep_dry,24.8669,92.3576,2013-12-10,40.73,31.7,0.0,0.0,0.0,0.0,0
6016_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2014-05-09,1.5,24.0,24.6,49.6,30.2,0.9,0
6015,real_landslide_steep_rain,27.9032,96.174,2014-05-08,49.51,31.9,2.9,0.9,27.8,51.3,1
6015_dry,real_dry_season_steep_dry,27.9032,96.174,2013-12-09,49.51,31.9,0.0,0.0,0.0,0.0,0
6015_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2014-05-08,1.9,22.5,13.1,15.2,40.2,53.0,0
5584,real_landslide_steep_rain,26.1665,91.7049,2013-10-06,39.5,32.2,15.3,9.4,13.6,24.5,1
5584_dry,real_dry_season_steep_dry,26.1665,91.7049,2013-05-09,39.5,32.2,7.7,1.2,2.8,10.5,0
5584_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2013-10-06,2.4,21.5,0.0,4.0,18.9,56.4,0
5603,real_landslide_steep_rain,25.426,94.6024,2013-10-13,45.42,34.2,0.0,0.0,0.1,0.0,1
5603_dry,real_dry_season_steep_dry,25.426,94.6024,2013-05-16,45.42,34.2,1.8,1.4,1.2,58.0,0
5603_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2013-10-13,1.8,23.0,0.0,0.0,0.7,3.7,0
6105,real_landslide_steep_rain,28.9205,95.3429,2014-06-26,44.0,32.3,21.9,26.5,14.4,9.2,1
6105_dry,real_dry_season_steep_dry,28.9205,95.3429,2014-01-27,44.0,32.3,0.0,1.1,0.0,2.5,0
6105_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2014-06-26,1.7,23.5,8.3,9.7,3.3,16.9,0
6106,real_landslide_steep_rain,26.1407,91.7645,2014-06-26,40.84,37.7,23.5,5.1,3.7,27.8,1
6106_dry,real_dry_season_steep_dry,26.1407,91.7645,2014-01-27,40.84,37.7,0.0,0.0,0.0,0.0,0
6106_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2014-06-26,1.6,22.0,41.8,7.1,11.7,9.7,0
6107,real_landslide_steep_rain,26.1844,91.7896,2014-06-26,30.03,35.8,23.5,5.1,3.7,27.8,1
6107_dry,real_dry_season_steep_dry,26.1844,91.7896,2014-01-27,30.03,35.8,0.0,0.0,0.0,0.0,0
6107_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2014-06-26,1.8,21.0,17.7,12.4,0.1,20.5,0
6110,real_landslide_steep_rain,26.1619,91.7697,2014-06-27,28.86,33.8,5.1,3.7,27.8,7.1,1
6110_dry,real_dry_season_steep_dry,26.1619,91.7697,2014-01-28,28.86,33.8,0.0,0.0,0.0,0.0,0
6110_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2014-06-27,2.1,22.0,5.1,3.7,27.8,7.1,0
6146,real_landslide_steep_rain,27.059,88.4694,2014-07-15,49.92,31.1,1.7,8.1,15.5,19.4,1
6146_dry,real_dry_season_steep_dry,27.059,88.4694,2014-02-15,49.92,31.1,1.1,0.0,3.9,11.0,0
6146_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2014-07-15,1.9,22.5,2.9,10.5,33.0,33.6,0
6143,real_landslide_steep_rain,23.7327,92.7463,2014-07-14,37.81,32.2,31.9,26.0,47.0,19.1,1
6143_dry,real_dry_season_steep_dry,23.7327,92.7463,2014-02-14,37.81,32.2,0.0,1.0,0.0,0.0,0
6143_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2014-07-14,1.8,23.0,14.4,4.9,32.2,31.6,0
6112,real_landslide_steep_rain,26.1964,91.7652,2014-06-28,41.3,31.1,3.7,27.8,7.1,4.5,1
6112_dry,real_dry_season_steep_dry,26.1964,91.7652,2014-01-29,41.3,31.1,0.0,0.0,0.0,0.0,0
6112_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2014-06-28,2.4,21.5,12.4,5.3,15.9,66.3,0
6200,real_landslide_steep_rain,27.0869,93.6086,2014-08-17,41.75,35.6,136.8,68.4,20.0,3.2,1
6200_dry,real_dry_season_steep_dry,27.0869,93.6086,2014-03-20,41.75,35.6,0.0,0.0,6.3,6.3,0
6200_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2014-08-17,1.5,24.0,33.5,20.1,31.7,2.7,0
6213,real_landslide_steep_rain,25.8143,90.5763,2014-09-24,36.15,34.4,10.1,72.2,19.6,4.7,1
6213_dry,real_dry_season_steep_dry,25.8143,90.5763,2014-04-27,36.15,34.4,0.0,0.0,11.8,41.1,0
6213_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2014-09-24,1.7,23.5,21.4,88.4,12.4,2.6,0
6214,real_landslide_steep_rain,25.9702,91.8587,2014-10-05,34.93,38.9,0.0,0.6,0.0,0.0,1
6214_dry,real_dry_season_steep_dry,25.9702,91.8587,2014-05-08,34.93,38.9,0.1,2.7,2.6,5.3,0
6214_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2014-10-05,1.6,22.0,0.2,1.0,0.2,0.0,0
6282,real_landslide_steep_rain,26.1097,91.7747,2014-09-22,41.97,34.5,26.0,74.1,29.6,37.1,1
6282_dry,real_dry_season_steep_dry,26.1097,91.7747,2014-04-25,41.97,34.5,0.0,0.0,0.0,0.0,0
6282_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2014-09-22,2.1,22.0,21.3,58.6,27.7,55.8,0
6222,real_landslide_steep_rain,27.1249,93.7706,2014-10-01,40.51,35.2,10.6,1.0,0.0,0.0,1
6222_dry,real_dry_season_steep_dry,27.1249,93.7706,2014-05-04,40.51,35.2,0.0,2.8,10.6,29.6,0
6222_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2014-10-01,1.8,21.0,4.4,0.1,0.0,0.0,0
6284,real_landslide_steep_rain,26.1324,91.8342,2014-09-22,41.76,37.5,21.3,58.6,27.7,55.8,1
6284_dry,real_dry_season_steep_dry,26.1324,91.8342,2014-04-25,41.76,37.5,0.0,0.0,0.0,0.0,0
6284_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2014-09-22,1.8,23.0,106.3,49.4,205.7,94.6,0
6283,real_landslide_steep_rain,26.1314,91.7548,2014-09-22,36.38,35.9,21.3,58.6,27.7,55.8,1
6283_dry,real_dry_season_steep_dry,26.1314,91.7548,2014-04-25,36.38,35.9,0.0,0.0,0.0,0.0,0
6283_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2014-09-22,2.4,21.5,77.5,45.8,220.4,145.8,0
6286,real_landslide_steep_rain,26.1044,91.7082,2014-09-22,41.72,30.4,26.0,74.1,29.6,37.1,1
6286_dry,real_dry_season_steep_dry,26.1044,91.7082,2014-04-25,41.72,30.4,0.0,0.0,0.0,0.0,0
6286_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2014-09-22,1.5,24.0,22.0,17.8,24.4,64.6,0
6285,real_landslide_steep_rain,26.159,91.8178,2014-09-22,40.35,32.8,21.3,58.6,27.7,55.8,1
